t,M,central_I,tau
145.5,166.87218541260148,1.0,22.32706101150212
145.75,166.8721975436793,1.0,22.327064250445385
146.0,166.8722095124149,1.0,22.32706744604424
146.25,166.8722213210252,1.0,22.32707059889057
146.5,166.87223297169595,1.0,22.32707370956798
146.75,166.8722444665824,1.0,22.327076778651875
147.0,166.87225580780967,1.0,22.327079806709655
147.25,166.8722669974732,1.0,22.327082794300786
147.5,166.8722780376392,1.0,22.327085741976934
147.75,166.87228893034504,1.0,22.327088650282047
148.0,166.87229967759959,1.0,22.327091519752486
148.25,166.87231028138382,1.0,22.32709435091715
148.5,166.87232074365102,1.0,22.327097144297557
148.75,166.8723310663273,1.0,22.327099900407955
149.0,166.87234125131187,1.0,22.327102619755426
149.25,166.87235130047762,1.0,22.327105302840014
149.5,166.87236121567122,1.0,22.327107950154762
149.75,166.8723709987138,1.0,22.3271105621859
150.0,166.87238065140104,1.0,22.32711313941287
150.25,166.87239017550377,1.0,22.327115682308456
150.5,166.87239957276813,1.0,22.327118191338872
150.75,166.87240884491598,1.0,22.327120666963836
151.0,166.87241799364534,1.0,22.327123109636712
151.25,166.8724270206307,1.0,22.32712551980458
151.5,166.8724359275232,1.0,22.327127897908273
151.75,166.87244471595113,1.0,22.327130244382538
152.0,166.87245338752024,1.0,22.327132559656096
152.25,166.87246194381396,1.0,22.32713484415171
152.5,166.87247038639387,1.0,22.32713709828632
152.75,166.87247871679983,1.0,22.32713932247105
153.0,166.87248693655044,1.0,22.32714151711136
153.25,166.87249504714322,1.0,22.327143682607073
153.5,166.87250305005512,1.0,22.327145819352527
153.75,166.8725109467424,1.0,22.327147927736533
154.0,166.87251873864153,1.0,22.327150008142617
154.25,166.8725264271689,1.0,22.32715206094895
154.5,166.87253401372132,1.0,22.327154086528463
154.75,166.87254149967646,1.0,22.327156085248994
155.0,166.87254888639288,1.0,22.327158057473266
155.25,166.87255617521038,1.0,22.327160003558998
155.5,166.8725633674503,1.0,22.327161923858977
155.75,166.87257046441584,1.0,22.327163818721147
156.0,166.8725774673921,1.0,22.327165688488623
156.25,166.87258437764655,1.0,22.327167533499818
156.5,166.8725911964292,1.0,22.327169354088465
156.75,166.87259792497275,1.0,22.3271711505837
157.0,166.87260456449317,1.0,22.327172923310165
157.25,166.8726111161895,1.0,22.327174672588008
157.5,166.87261758124424,1.0,22.32717639873295
157.75,166.8726239608238,1.0,22.327178102056408
158.0,166.87263025607848,1.0,22.327179782865503
158.25,166.8726364681428,1.0,22.327181441463154
158.5,166.87264259813566,1.0,22.327183078148096
158.75,166.87264864716053,1.0,22.32718469321495
159.0,166.8726546163059,1.0,22.32718628695434
159.25,166.87266050664522,1.0,22.32718785965286
159.5,166.87266631923725,1.0,22.327189411593203
159.75,166.8726720551262,1.0,22.32719094305416
160.0,166.87267771534192,1.0,22.3271924543107
160.25,166.8726833009003,1.0,22.327193945634054
160.5,166.87268881280318,1.0,22.32719541729172
160.75,166.87269425203868,1.0,22.32719686954751
161.0,166.8726996195815,1.0,22.327198302661664
161.25,166.87270491639293,1.0,22.327199716890842
161.5,166.87271014342113,1.0,22.3272011124882
161.75,166.87271530160118,1.0,22.327202489703392
162.0,166.8727203918556,1.0,22.32720384878274
162.25,166.87272541509412,1.0,22.32720518996912
162.5,166.87273037221408,1.0,22.32720651350213
162.75,166.8727352641006,1.0,22.32720781961809
163.0,166.87274009162672,1.0,22.327209108550086
163.25,166.87274485565348,1.0,22.327210380528022
163.5,166.87274955703032,1.0,22.327211635778692
163.75,166.87275419659494,1.0,22.32721287452576
164.0,166.8727587751737,1.0,22.327214096989852
164.25,166.87276329358167,1.0,22.32721530338859
164.5,166.87276775262285,1.0,22.327216493936646
164.75,166.87277215309024,1.0,22.327217668845737
165.0,166.87277649576606,1.0,22.327218828324717
165.25,166.87278078142188,1.0,22.327219972579588
165.5,166.87278501081875,1.0,22.32722110181355
165.75,166.87278918470744,1.0,22.327222216227053
166.0,166.87279330382842,1.0,22.327223316017797
166.25,166.87279736891207,1.0,22.327224401380793
166.5,166.872801380679,1.0,22.327225472508434
166.75,166.87280533983977,1.0,22.327226529590448
167.0,166.87280924709563,1.0,22.327227572814053
167.25,166.87281310313796,1.0,22.327228602363853
167.5,166.87281690864904,1.0,22.327229618422006
167.75,166.87282066430166,1.0,22.327230621168148
168.0,166.87282437075962,1.0,22.32723161077951
168.25,166.8728280286777,1.0,22.327232587430917
168.5,166.87283163870177,1.0,22.327233551294807
168.75,166.87283520146894,1.0,22.327234502541295
169.0,166.8728387176077,1.0,22.327235441338168
169.25,166.872842187738,1.0,22.327236367850972
169.5,166.8728456124715,1.0,22.327237282243004
169.75,166.87284899241143,1.0,22.327238184675323
170.0,166.872852328153,1.0,22.327239075306846
170.25,166.87285562028322,1.0,22.327239954294313
170.5,166.87285886938122,1.0,22.327240821792337
170.75,166.87286207601835,1.0,22.327241677953477
171.0,166.87286524075824,1.0,22.32724252292821
171.25,166.87286836415677,1.0,22.327243356864958
171.5,166.87287144676242,1.0,22.32724417991016
171.75,166.87287448911627,1.0,22.327244992208282
172.0,166.87287749175198,1.0,22.327245793901813
172.25,166.8728804551962,1.0,22.327246585131363
172.5,166.87288337996827,1.0,22.327247366035596
172.75,166.87288626658062,1.0,22.327248136751322
173.0,166.87288911553887,1.0,22.327248897413547
173.25,166.87289192734156,1.0,22.327249648155373
173.5,166.87289470248075,1.0,22.327250389108183
173.75,166.87289744144175,1.0,22.327251120401552
174.0,166.87290014470335,1.0,22.32725184216331
174.25,166.87290281273798,1.0,22.327252554519596
174.5,166.87290544601154,1.0,22.32725325759481
174.75,166.87290804498383,1.0,22.327253951511704
175.0,166.8729106101083,1.0,22.32725463639136
175.25,166.87291314183244,1.0,22.327255312353245
175.5,166.87291564059768,1.0,22.327255979515225
175.75,166.87291810683945,1.0,22.327256637993557
176.0,166.87292054098737,1.0,22.32725728790295
176.25,166.87292294346537,1.0,22.327257929356588
176.5,166.8729253146915,1.0,22.327258562466092
176.75,166.8729276550784,1.0,22.327259187341625
177.0,166.872929965033,1.0,22.327259804091845
177.25,166.87293224495687,1.0,22.327260412823975
177.5,166.87293449524617,1.0,22.327261013643778
177.75,166.8729367162917,1.0,22.327261606655593
178.0,166.87293890847906,1.0,22.32726219196239
178.25,166.87294107218867,1.0,22.327262769665722
178.5,166.8729432077959,1.0,22.327263339865826
178.75,166.87294531567096,1.0,22.327263902661528
179.0,166.87294739617923,1.0,22.327264458150403
179.25,166.87294944968113,1.0,22.327265006428668
179.5,166.8729514765323,1.0,22.327265547591285
179.75,166.87295347708357,1.0,22.32726608173192
180.0,166.8729554516811,1.0,22.327266608943
180.25,166.87295740066634,1.0,22.327267129315683
180.5,166.87295932437632,1.0,22.327267642939965
180.75,166.87296122314348,1.0,22.3272681499046
181.0,166.8729630972958,1.0,22.32726865029716
181.25,166.8729649471569,1.0,22.327269144204045
181.5,166.8729667730461,1.0,22.327269631710518
181.75,166.87296857527838,1.0,22.327270112900678
182.0,166.87297035416458,1.0,22.327270587857516
182.25,166.87297211001135,1.0,22.3272710566629
182.5,166.8729738431213,1.0,22.327271519397634
182.75,166.87297555379294,1.0,22.327271976141425
183.0,166.87297724232081,1.0,22.327272426972897
183.25,166.8729789089956,1.0,22.327272871969676
183.5,166.872980554104,1.0,22.3272733112083
183.75,166.87298217792892,1.0,22.32727374476431
184.0,166.87298378074956,1.0,22.327274172712247
184.25,166.8729853628413,1.0,22.327274595125637
184.5,166.87298692447595,1.0,22.32727501207706
184.75,166.87298846592165,1.0,22.3272754236381
185.0,166.872989987443,1.0,22.3272758298794
185.25,166.87299148930094,1.0,22.327276230870645
185.5,166.87299297175318,1.0,22.32727662668063
185.75,166.87299443505378,1.0,22.327277017377195
186.0,166.87299587945355,1.0,22.327277403027303
186.25,166.8729973051999,1.0,22.327277783697003
186.5,166.87299871253703,1.0,22.32727815945151
186.75,166.87300010170577,1.0,22.327278530355116
187.0,166.87300147294388,1.0,22.327278896471306
187.25,166.87300282648584,1.0,22.327279257862685
187.5,166.87300416256306,1.0,22.32727961459103
187.75,166.873005481404,1.0,22.327279966717352
188.0,166.87300678323385,1.0,22.32728031430177
188.25,166.87300806827506,1.0,22.327280657403676
188.5,166.87300933674686,1.0,22.327280996081605
188.75,166.8730105888659,1.0,22.3272813303934
189.0,166.8730118248456,1.0,22.32728166039605
189.25,166.87301304489682,1.0,22.327281986145845
189.5,166.87301424922748,1.0,22.327282307698304
189.75,166.8730154380429,1.0,22.327282625108246
190.0,166.87301661154544,1.0,22.327282938429697
190.25,166.87301776993493,1.0,22.327283247716018
190.5,166.87301891340863,1.0,22.327283553019868
190.75,166.87302004216104,1.0,22.327283854393187
191.0,166.87302115638408,1.0,22.32728415188721
191.25,166.87302225626723,1.0,22.32728444555253
191.5,166.87302334199745,1.0,22.32728473543906
191.75,166.8730244137592,1.0,22.32728502159606
192.0,166.87302547173442,1.0,22.327285304072102
192.25,166.8730265161028,1.0,22.327285582915163
192.5,166.87302754704154,1.0,22.327285858172548
192.75,166.8730285647256,1.0,22.32728612989098
193.0,166.87302956932734,1.0,22.32728639811648
193.25,166.87303056101734,1.0,22.327286662894586
193.5,166.87303153996353,1.0,22.327286924270133
193.75,166.87303250633175,1.0,22.327287182287407
194.0,166.8730334602856,1.0,22.327287436990076
194.25,166.87303440198662,1.0,22.327287688421286
194.5,166.87303533159417,1.0,22.327287936623584
194.75,166.87303624926543,1.0,22.327288181638924
195.0,166.87303715515566,1.0,22.327288423508772
195.25,166.87303804941791,1.0,22.327288662273986
195.5,166.87303893220343,1.0,22.32728889797495
195.75,166.87303980366113,1.0,22.32728913065142
196.0,166.87304066393833,1.0,22.327289360342732
196.25,166.87304151318017,1.0,22.327289587087645
196.5,166.87304235153,1.0,22.32728981092442
196.75,166.87304317912918,1.0,22.32729003189081
197.0,166.87304399611727,1.0,22.327290250024078
197.25,166.87304480263202,1.0,22.32729046536099
197.5,166.8730455988093,1.0,22.327290677937835
197.75,166.87304638478327,1.0,22.327290887790422
198.0,166.87304716068627,1.0,22.327291094954102
198.25,166.87304792664887,1.0,22.32729129946372
198.5,166.87304868279995,1.0,22.3272915013537
198.75,166.87304942926673,1.0,22.327291700658
199.0,166.87305016617478,1.0,22.32729189741015
199.25,166.87305089364793,1.0,22.327292091643212
199.5,166.87305161180842,1.0,22.327292283389824
199.75,166.87305232077694,1.0,22.32729247268221
200.0,166.8730530206725,1.0,22.327292659552143
200.25,166.8730537116126,1.0,22.327292844031
200.5,166.8730543937132,1.0,22.327293026149736
200.75,166.87305506708873,1.0,22.327293205938904
201.0,166.87305573185216,1.0,22.32729338342867
201.25,166.87305638811483,1.0,22.327293558648762
201.5,166.87305703598685,1.0,22.32729373162858
201.75,166.8730576755767,1.0,22.327293902397077
202.0,166.87305830699145,1.0,22.327294070982855
202.25,166.87305893033692,1.0,22.32729423741416
202.5,166.8730595457174,1.0,22.32729440171884
202.75,166.87306015323583,1.0,22.327294563924372
203.0,166.8730607529938,1.0,22.327294724057893
203.25,166.87306134509168,1.0,22.32729488214619
203.5,166.87306192962836,1.0,22.32729503821567
203.75,166.87306250670156,1.0,22.32729519229242
204.0,166.87306307640762,1.0,22.327295344402174
204.25,166.87306363884176,1.0,22.327295494570347
204.5,166.8730641940978,1.0,22.327295642821987
204.75,166.87306474226847,1.0,22.32729578918186
205.0,166.8730652834451,1.0,22.327295933674346
205.25,166.87306581771804,1.0,22.327296076323567
205.5,166.87306634517637,1.0,22.32729621715331
205.75,166.87306686590796,1.0,22.32729635618703
206.0,166.87306737999958,1.0,22.327296493447907
206.25,166.87306788753685,1.0,22.327296628958788
206.5,166.87306838860428,1.0,22.327296762742243
206.75,166.87306888328527,1.0,22.327296894820538
207.0,166.87306937166215,1.0,22.327297025215657
207.25,166.8730698538162,1.0,22.327297153949296
207.5,166.8730703298275,1.0,22.327297281042846
207.75,166.8730707997753,1.0,22.327297406517456
208.0,166.8730712637376,1.0,22.327297530393956
208.25,166.87307172179152,1.0,22.327297652692945
208.5,166.87307217401315,1.0,22.327297773434722
208.75,166.87307262047753,1.0,22.327297892639336
209.0,166.87307306125882,1.0,22.32729801032658
209.25,166.87307349643018,1.0,22.32729812651599
209.5,166.87307392606374,1.0,22.327298241226828
209.75,166.87307435023072,1.0,22.327298354478106
210.0,166.8730747690015,1.0,22.327298466288614
210.25,166.87307518244546,1.0,22.327298576676878
210.5,166.87307559063117,1.0,22.32729868566121
210.75,166.8730759936261,1.0,22.327298793259608
211.0,166.87307639149708,1.0,22.327298899489936
211.25,166.8730767843099,1.0,22.32729900436975
211.5,166.8730771721296,1.0,22.32729910791642
211.75,166.87307755502036,1.0,22.32729921014707
212.0,166.87307793304544,1.0,22.327299311078608
212.25,166.87307830626736,1.0,22.32729941072771
212.5,166.87307867474783,1.0,22.327299509110865
212.75,166.8730790385477,1.0,22.32729960624431
213.0,166.87307939772705,1.0,22.327299702144096
213.25,166.8730797523453,1.0,22.327299796826075
213.5,166.87308010246085,1.0,22.327299890305856
213.75,166.87308044813153,1.0,22.327299982598866
214.0,166.87308078941436,1.0,22.32730007372033
214.25,166.87308112636566,1.0,22.327300163685294
214.5,166.87308145904098,1.0,22.327300252508582
214.75,166.87308178749515,1.0,22.32730034020484
215.0,166.87308211178225,1.0,22.3273004267885
215.25,166.87308243195577,1.0,22.327300512273844
215.5,166.87308274806838,1.0,22.327300596674945
215.75,166.87308306017218,1.0,22.3273006800057
216.0,166.87308336831853,1.0,22.32730076227983
216.25,166.8730836725581,1.0,22.327300843510862
216.5,166.87308397294092,1.0,22.327300923712155
216.75,166.87308426951643,1.0,22.327301002896906
217.0,166.87308456233342,1.0,22.327301081078147
217.25,166.87308485143996,1.0,22.327301158268703
217.5,166.87308513688356,1.0,22.327301234481272
217.75,166.87308541871113,1.0,22.32730130972837
218.0,166.8730856969689,1.0,22.32730138402234
218.25,166.8730859717026,1.0,22.327301457375402
218.5,166.87308624295733,1.0,22.32730152979958
218.75,166.8730865107775,1.0,22.32730160130675
219.0,166.87308677520718,1.0,22.327301671908664
219.25,166.8730870362896,1.0,22.327301741616868
219.5,166.87308729406766,1.0,22.327301810442822
219.75,166.8730875485835,1.0,22.327301878397773
220.0,166.8730877998789,1.0,22.327301945492877
220.25,166.87308804799505,1.0,22.32730201173913
220.5,166.87308829297257,1.0,22.327302077147376
220.75,166.87308853485143,1.0,22.327302141728296
221.0,166.87308877367133,1.0,22.327302205492476
221.25,166.87308900947139,1.0,22.327302268450367
221.5,166.87308924229006,1.0,22.327302330612245
221.75,166.87308947216547,1.0,22.327302391988276
222.0,166.87308969913522,1.0,22.327302452588505
222.25,166.8730899232363,1.0,22.32730251242281
222.5,166.8730901445055,1.0,22.32730257150101
222.75,166.87309036297881,1.0,22.327302629832715
223.0,166.87309057869197,1.0,22.32730268742747
223.25,166.87309079168017,1.0,22.327302744294666
223.5,166.8730910019782,1.0,22.327302800443597
223.75,166.87309120962036,1.0,22.32730285588342
224.0,166.8730914146405,1.0,22.327302910623175
224.25,166.87309161707205,1.0,22.32730296467178
224.5,166.8730918169481,1.0,22.327303018038073
224.75,166.8730920143011,1.0,22.327303070730725
225.0,166.8730922091633,1.0,22.327303122758337
225.25,166.8730924015664,1.0,22.327303174129376
225.5,166.87309259154176,1.0,22.327303224852216
225.75,166.87309277912027,1.0,22.327303274935108
226.0,166.8730929643325,1.0,22.327303324386207
226.25,166.87309314720852,1.0,22.32730337321355
226.5,166.8730933277782,1.0,22.327303421425103
226.75,166.8730935060708,1.0,22.32730346902868
227.0,166.87309368211538,1.0,22.32730351603205
227.25,166.8730938559405,1.0,22.327303562442825
227.5,166.87309402757444,1.0,22.32730360826856
227.75,166.87309419704508,1.0,22.327303653516708
228.0,166.8730943643799,1.0,22.327303698194598
228.25,166.87309452960616,1.0,22.3273037423095
228.5,166.87309469275064,1.0,22.32730378586858
228.75,166.8730948538398,1.0,22.327303828878893
229.0,166.8730950128998,1.0,22.32730387134743
229.25,166.8730951699564,1.0,22.327303913281064
229.5,166.87309532503514,1.0,22.327303954686613
229.75,166.87309547816108,1.0,22.327303995570773
230.0,166.8730956293591,1.0,22.327304035940188
230.25,166.8730957786537,1.0,22.327304075801386
230.5,166.87309592606903,1.0,22.32730411516083
230.75,166.873096071629,1.0,22.327304154024898
231.0,166.87309621535712,1.0,22.32730419239987
231.25,166.87309635727672,1.0,22.327304230291972
231.5,166.87309649741078,1.0,22.327304267707337
231.75,166.8730966357819,1.0,22.327304304652007
232.0,166.8730967724125,1.0,22.327304341131963
232.25,166.87309690732474,1.0,22.327304377153116
232.5,166.87309704054027,1.0,22.327304412721258
232.75,166.8730971720808,1.0,22.327304447842177
233.0,166.87309730196745,1.0,22.327304482521516
233.25,166.87309743022126,1.0,22.327304516764897
233.5,166.87309755686294,1.0,22.32730455057784
233.75,166.87309768191295,1.0,22.327304583965812
234.0,166.87309780539152,1.0,22.327304616934214
234.25,166.87309792731844,1.0,22.32730464948833
234.5,166.87309804771354,1.0,22.327304681633457
234.75,166.8730981665961,1.0,22.327304713374737
235.0,166.87309828398537,1.0,22.327304744717313
235.25,166.87309839990024,1.0,22.32730477566623
235.5,166.87309851435947,1.0,22.3273048062265
235.75,166.8730986273814,1.0,22.327304836403012
236.0,166.87309873898437,1.0,22.327304866200663
236.25,166.8730988491862,1.0,22.327304895624213
236.5,166.87309895800473,1.0,22.327304924678433
236.75,166.8730990654575,1.0,22.327304953367996
237.0,166.8730991715617,1.0,22.327304981697495
237.25,166.87309927633453,1.0,22.32730500967152
237.5,166.87309937979273,1.0,22.327305037294547
237.75,166.87309948195303,1.0,22.327305064571036
238.0,166.87309958283183,1.0,22.32730509150537
238.25,166.8730996824453,1.0,22.327305118101858
238.5,166.87309978080953,1.0,22.32730514436481
238.75,166.87309987794023,1.0,22.327305170298416
239.0,166.87309997385307,1.0,22.32730519590685
239.25,166.87310006856345,1.0,22.327305221194234
239.5,166.87310016208653,1.0,22.327305246164613
239.75,166.87310025443742,1.0,22.32730527082202
240.0,166.8731003456308,1.0,22.327305295170376
240.25,166.87310043568144,1.0,22.32730531921362
240.5,166.87310052460373,1.0,22.327305342955604
240.75,166.87310061241186,1.0,22.327305366400108
241.0,166.87310069912002,1.0,22.327305389550922
241.25,166.87310078474206,1.0,22.327305412411746
241.5,166.87310086929165,1.0,22.32730543498623
241.75,166.87310095278247,1.0,22.327305457278026
242.0,166.87310103522776,1.0,22.32730547929067
242.25,166.87310111664084,1.0,22.327305501027713
242.5,166.8731011970346,1.0,22.3273055224926
242.75,166.87310127642203,1.0,22.327305543688805
243.0,166.8731013548158,1.0,22.3273055646197
243.25,166.87310143222845,1.0,22.327305585288645
243.5,166.87310150867233,1.0,22.327305605698932
243.75,166.87310158415977,1.0,22.327305625853846
244.0,166.8731016587027,1.0,22.327305645756578
244.25,166.87310173231313,1.0,22.327305665410343
244.5,166.87310180500276,1.0,22.327305684818253
244.75,166.87310187678327,1.0,22.32730570398343
245.0,166.8731019476661,1.0,22.327305722908935
245.25,166.87310201766255,1.0,22.327305741597772
245.5,166.87310208678377,1.0,22.32730576005293
245.75,166.8731021550409,1.0,22.327305778277374
246.0,166.87310222244474,1.0,22.327305796273993
246.25,166.8731022890061,1.0,22.32730581404568
246.5,166.87310235473558,1.0,22.327305831595247
246.75,166.8731024196436,1.0,22.327305848925494
247.0,166.87310248374058,1.0,22.32730586603919
247.25,166.87310254703675,1.0,22.327305882939076
247.5,166.87310260954212,1.0,22.32730589962782
247.75,166.87310267126676,1.0,22.327305916108113
248.0,166.87310273222042,1.0,22.327305932382554
248.25,166.87310279241285,1.0,22.327305948453752
248.5,166.87310285185356,1.0,22.32730596432424
248.75,166.87310291055212,1.0,22.327305979996577
249.0,166.8731029685178,1.0,22.327305995473235
249.25,166.87310302575983,1.0,22.327306010756686
249.5,166.87310308228734,1.0,22.32730602584936
249.75,166.87310313810934,1.0,22.327306040753665
250.0,166.87310319323467,1.0,22.32730605547196
250.25,166.87310324767208,1.0,22.327306070006582
250.5,166.87310330143026,1.0,22.327306084359854
250.75,166.87310335451775,1.0,22.327306098534052
251.0,166.873103406943,1.0,22.32730611253143
251.25,166.8731034587143,1.0,22.327306126354216
251.5,166.87310350983984,1.0,22.327306140004577
251.75,166.87310356032782,1.0,22.327306153484717
252.0,166.8731036101862,1.0,22.327306166796756
252.25,166.87310365942295,1.0,22.327306179942816
252.5,166.87310370804585,1.0,22.32730619292498
252.75,166.87310375606256,1.0,22.3273062057453
253.0,166.87310380348077,1.0,22.327306218405816
253.25,166.87310385030796,1.0,22.327306230908533
253.5,166.87310389655156,1.0,22.327306243255432
253.75,166.87310394221893,1.0,22.327306255448487
254.0,166.8731039873173,1.0,22.327306267489615
254.25,166.87310403185376,1.0,22.32730627938071
254.5,166.87310407583544,1.0,22.327306291123687
254.75,166.87310411926927,1.0,22.327306302720388
255.0,166.8731041621621,1.0,22.327306314172642
255.25,166.87310420452079,1.0,22.327306325482287
255.5,166.87310424635194,1.0,22.327306336651073
255.75,166.87310428766227,1.0,22.32730634768081
256.0,166.8731043284583,1.0,22.327306358573228
256.25,166.87310436874645,1.0,22.32730636933004
256.5,166.87310440853307,1.0,22.327306379952944
256.75,166.87310444782452,1.0,22.327306390443642
257.0,166.87310448662697,1.0,22.32730640080378
257.25,166.8731045249465,1.0,22.327306411034982
257.5,166.87310456278928,1.0,22.327306421138886
257.75,166.8731046001612,1.0,22.32730643111708
258.0,166.87310463706822,1.0,22.32730644097114
258.25,166.87310467351614,1.0,22.327306450702622
258.5,166.8731047095107,1.0,22.327306460313057
258.75,166.87310474505756,1.0,22.327306469803965
259.0,166.8731047801624,1.0,22.32730647917685
259.25,166.87310481483075,1.0,22.327306488433194
259.5,166.87310484906806,1.0,22.32730649757445
259.75,166.87310488287966,1.0,22.327306506602046
260.0,166.87310491627096,1.0,22.32730651551742
260.25,166.87310494924725,1.0,22.32730652432199
260.5,166.87310498181364,1.0,22.32730653301712
260.75,166.87310501397536,1.0,22.3273065416042
261.0,166.87310504573736,1.0,22.32730655008456
261.25,166.87310507710475,1.0,22.327306558459558
261.5,166.87310510808243,1.0,22.327306566730503
261.75,166.87310513867527,1.0,22.3273065748987
262.0,166.87310516888812,1.0,22.327306582965434
262.25,166.87310519872568,1.0,22.327306590931975
262.5,166.87310522819268,1.0,22.327306598799577
262.75,166.87310525729376,1.0,22.327306606569476
263.0,166.87310528603345,1.0,22.327306614242886
263.25,166.87310531441634,1.0,22.32730662182103
263.5,166.87310534244688,1.0,22.3273066293051
263.75,166.8731053701294,1.0,22.327306636696246
264.0,166.87310539746835,1.0,22.32730664399567
264.25,166.87310542446798,1.0,22.327306651204484
264.5,166.87310545113257,1.0,22.32730665832385
264.75,166.87310547746625,1.0,22.327306665354865
265.0,166.87310550347314,1.0,22.327306672298626
265.25,166.87310552915739,1.0,22.327306679156237
265.5,166.87310555452302,1.0,22.327306685928786
265.75,166.87310557957403,1.0,22.32730669261733
266.0,166.87310560431428,1.0,22.327306699222902
266.25,166.87310562874768,1.0,22.327306705746544
266.5,166.8731056528781,1.0,22.327306712189298
266.75,166.8731056767093,1.0,22.327306718552148
267.0,166.87310570024505,1.0,22.327306724836127
267.25,166.87310572348898,1.0,22.327306731042185
267.5,166.8731057464447,1.0,22.327306737171295
267.75,166.8731057691159,1.0,22.327306743224437
268.0,166.8731057915062,1.0,22.327306749202574
268.25,166.8731058136189,1.0,22.327306755106605
268.5,166.87310583545758,1.0,22.327306760937464
268.75,166.87310585702568,1.0,22.327306766696083
269.0,166.87310587832656,1.0,22.327306772383352
269.25,166.8731058993635,1.0,22.32730677800015
269.5,166.87310592013984,1.0,22.327306783547368
269.75,166.87310594065886,1.0,22.327306789025887
270.0,166.87310596092374,1.0,22.32730679443655
270.25,166.87310598093762,1.0,22.327306799780196
270.5,166.87310600070367,1.0,22.327306805057667
270.75,166.87310602022495,1.0,22.327306810269793
271.0,166.8731060395045,1.0,22.327306815417376
271.25,166.87310605854543,1.0,22.327306820501242
271.5,166.87310607735066,1.0,22.327306825522182
271.75,166.87310609592305,1.0,22.327306830480953
272.0,166.87310611426562,1.0,22.327306835378366
272.25,166.87310613238117,1.0,22.32730684021516
272.5,166.87310615027252,1.0,22.327306844992098
272.75,166.8731061679425,1.0,22.327306849709927
273.0,166.87310618539385,1.0,22.32730685436939
273.25,166.8731062026293,1.0,22.327306858971195
273.5,166.8731062196515,1.0,22.327306863516075
273.75,166.87310623646317,1.0,22.327306868004744
274.0,166.8731062530669,1.0,22.327306872437887
274.25,166.87310626946532,1.0,22.327306876816216
274.5,166.8731062856609,1.0,22.327306881140384
274.75,166.87310630165626,1.0,22.3273068854111
275.0,166.8731063174538,1.0,22.32730688962899
275.25,166.87310633305606,1.0,22.32730689379475
275.5,166.87310634846546,1.0,22.32730689790901
275.75,166.87310636368434,1.0,22.32730690197241
276.0,166.87310637871514,1.0,22.327306905985584
276.25,166.87310639356016,1.0,22.32730690994916
276.5,166.8731064082217,1.0,22.327306913863747
276.75,166.8731064227021,1.0,22.327306917729974
277.0,166.87310643700363,1.0,22.327306921548438
277.25,166.8731064511284,1.0,22.327306925319704
277.5,166.87310646507868,1.0,22.32730692904439
277.75,166.87310647885664,1.0,22.327306932723065
278.0,166.87310649246442,1.0,22.327306936356297
278.25,166.87310650590416,1.0,22.327306939944666
278.5,166.8731065191779,1.0,22.327306943488715
278.75,166.8731065322877,1.0,22.32730694698899
279.0,166.87310654523566,1.0,22.32730695044606
279.25,166.87310655802372,1.0,22.327306953860433
279.5,166.87310657065393,1.0,22.32730695723266
279.75,166.87310658312822,1.0,22.32730696056326
280.0,166.87310659544858,1.0,22.327306963852756
280.25,166.87310660761682,1.0,22.32730696710164
280.5,166.87310661963488,1.0,22.327306970310424
280.75,166.87310663150464,1.0,22.32730697347962
281.0,166.87310664322794,1.0,22.3273069766097
281.25,166.87310665480658,1.0,22.327306979701163
281.5,166.87310666624236,1.0,22.327306982754482
281.75,166.87310667753707,1.0,22.327306985770136
282.0,166.87310668869247,1.0,22.327306988748596
282.25,166.87310669971026,1.0,22.32730699169031
282.5,166.87310671059214,1.0,22.327306994595737
282.75,166.87310672133987,1.0,22.32730699746535
283.0,166.87310673195503,1.0,22.32730700029957
283.25,166.8731067424393,1.0,22.327307003098834
283.5,166.8731067527943,1.0,22.32730700586359
283.75,166.87310676302167,1.0,22.327307008594264
284.0,166.8731067731229,1.0,22.327307011291268
284.25,166.87310678309967,1.0,22.32730701395503
284.5,166.87310679295342,1.0,22.32730701658595
284.75,166.8731068026858,1.0,22.32730701918447
285.0,166.87310681229818,1.0,22.327307021750944
285.25,166.87310682179216,1.0,22.32730702428581
285.5,166.87310683116914,1.0,22.327307026789434
285.75,166.87310684043058,1.0,22.32730702926221
286.0,166.8731068495779,1.0,22.327307031704517
286.25,166.87310685861257,1.0,22.327307034116746
286.5,166.8731068675359,1.0,22.32730703649925
286.75,166.87310687634937,1.0,22.327307038852418
287.0,166.8731068850543,1.0,22.32730704117661
287.25,166.87310689365205,1.0,22.32730704347218
287.5,166.87310690214386,1.0,22.32730704573947
287.75,166.87310691053113,1.0,22.327307047978845
288.0,166.87310691881515,1.0,22.32730705019065
288.25,166.8731069269972,1.0,22.327307052375232
288.5,166.8731069350785,1.0,22.32730705453292
288.75,166.87310694306032,1.0,22.32730705666404
289.0,166.87310695094394,1.0,22.32730705876894
289.25,166.8731069587305,1.0,22.327307060847925
289.5,166.87310696642123,1.0,22.32730706290133
289.75,166.8731069740174,1.0,22.327307064929485
290.0,166.87310698152,1.0,22.32730706693266
290.25,166.87310698893035,1.0,22.327307068911196
290.5,166.8731069962495,1.0,22.32730707086539
290.75,166.87310700347865,1.0,22.327307072795552
291.0,166.87310701061887,1.0,22.327307074701967
