t,M
1156.0,149.94860462957067
1157.0,149.94856015465405
1158.0,149.94851567971105
1159.0,149.94847120474165
1160.0,149.94842672974588
1161.0,149.94838225472373
1162.0,149.9483377796752
1163.0,149.94829330460027
1164.0,149.94824882949897
1165.0,149.94820435437128
1166.0,149.94815987921723
1167.0,149.94811540403677
1168.0,149.94807092882994
1169.0,149.94802645359673
1170.0,149.94798197833714
1171.0,149.94793750305115
1172.0,149.9478930277388
1173.0,149.94784855240005
1174.0,149.9478040770349
1175.0,149.94775960164338
1176.0,149.9477151262255
1177.0,149.94767065078122
1178.0,149.94762617531055
1179.0,149.9475816998135
1180.0,149.94753722429007
1181.0,149.94749274874025
1182.0,149.94744827316404
1183.0,149.94740379756146
1184.0,149.9473593219325
1185.0,149.94731484627715
1186.0,149.94727037059542
1187.0,149.9472258948873
1188.0,149.9471814191528
1189.0,149.9471369433919
1190.0,149.94709246760465
1191.0,149.947047991791
1192.0,149.94700351595097
1193.0,149.94695904008455
1194.0,149.94691456419176
1195.0,149.94687008827256
1196.0,149.946825612327
1197.0,149.94678113635504
1198.0,149.9467366603567
1199.0,149.94669218433197
1200.0,149.94664770828086
1201.0,149.94660323220336
1202.0,149.94655875609948
1203.0,149.94651427996922
1204.0,149.94646980381256
1205.0,149.94642532762953
1206.0,149.94638085142012
1207.0,149.94633637518433
1208.0,149.94629189892214
1209.0,149.94624742263358
1210.0,149.94620294631864
1211.0,149.9461584699773
1212.0,149.94611399360957
1213.0,149.94606951721548
1214.0,149.94602504079498
1215.0,149.9459805643481
1216.0,149.94593608787486
1217.0,149.9458916113752
1218.0,149.94584713484917
1219.0,149.94580265829677
1220.0,149.94575818171796
1221.0,149.94571370511278
1222.0,149.9456692284812
1223.0,149.94562475182323
1224.0,149.9455802751389
1225.0,149.94553579842815
1226.0,149.94549132169104
1227.0,149.94544684492755
1228.0,149.94540236813765
1229.0,149.94535789132138
1230.0,149.94531341447873
1231.0,149.94526893760968
1232.0,149.94522446071426
1233.0,149.94517998379246
1234.0,149.94513550684425
1235.0,149.94509102986967
1236.0,149.94504655286872
1237.0,149.94500207584136
1238.0,149.94495759878762
1239.0,149.9449131217075
1240.0,149.94486864460097
1241.0,149.94482416746808
1242.0,149.9447796903088
1243.0,149.94473521312312
1244.0,149.94469073591108
1245.0,149.94464625867263
1246.0,149.9446017814078
1247.0,149.94455730411659
1248.0,149.94451282679898
1249.0,149.944468349455
1250.0,149.94442387208463
1251.0,149.94437939468787
1252.0,149.94433491726474
1253.0,149.9442904398152
1254.0,149.9442459623393
1255.0,149.94420148483698
1256.0,149.9441570073083
1257.0,149.94411252975323
1258.0,149.94406805217176
1259.0,149.94402357456391
1260.0,149.94397909692967
1261.0,149.94393461926904
1262.0,149.94389014158205
1263.0,149.94384566386864
1264.0,149.94380118612887
1265.0,149.94375670836268
1266.0,149.94371223057013
1267.0,149.9436677527512
1268.0,149.94362327490586
1269.0,149.94357879703415
1270.0,149.94353431913603
1271.0,149.94348984121154
1272.0,149.94344536326068
1273.0,149.9434008852834
1274.0,149.94335640727977
1275.0,149.94331192924972
1276.0,149.9432674511933
1277.0,149.94322297311047
1278.0,149.94317849500126
1279.0,149.94313401686568
1280.0,149.9430895387037
1281.0,149.94304506051535
1282.0,149.94300058230058
1283.0,149.94295610405945
1284.0,149.9429116257919
1285.0,149.942867147498
1286.0,149.9428226691777
1287.0,149.942778190831
1288.0,149.94273371245794
1289.0,149.94268923405846
1290.0,149.9426447556326
1291.0,149.94260027718036
1292.0,149.94255579870173
1293.0,149.94251132019673
1294.0,149.94246684166532
1295.0,149.94242236310754
1296.0,149.94237788452335
1297.0,149.9423334059128
1298.0,149.94228892727583
1299.0,149.94224444861248
1300.0,149.94219996992274
1301.0,149.94215549120662
1302.0,149.9421110124641
1303.0,149.9420665336952
1304.0,149.94202205489992
1305.0,149.94197757607824
1306.0,149.9419330972302
1307.0,149.94188861835573
1308.0,149.9418441394549
1309.0,149.94179966052766
1310.0,149.94175518157405
1311.0,149.94171070259404
1312.0,149.94166622358765
1313.0,149.94162174455485
1314.0,149.94157726549568
1315.0,149.9415327864101
1316.0,149.94148830729816
1317.0,149.9414438281598
1318.0,149.94139934899508
1319.0,149.94135486980397
1320.0,149.94131039058647
1321.0,149.94126591134258
1322.0,149.9412214320723
1323.0,149.94117695277563
1324.0,149.94113247345257
1325.0,149.94108799410313
1326.0,149.94104351472728
1327.0,149.94099903532506
1328.0,149.94095455589644
1329.0,149.94091007644144
1330.0,149.94086559696004
1331.0,149.94082111745226
1332.0,149.94077663791808
1333.0,149.94073215835752
1334.0,149.94068767877056
1335.0,149.94064319915722
1336.0,149.94059871951748
1337.0,149.94055423985137
1338.0,149.94050976015885
1339.0,149.94046528043995
1340.0,149.94042080069465
1341.0,149.94037632092298
1342.0,149.9403318411249
1343.0,149.94028736130045
1344.0,149.9402428814496
1345.0,149.94019840157236
1346.0,149.94015392166872
1347.0,149.9401094417387
1348.0,149.9400649617823
1349.0,149.9400204817995
1350.0,149.9399760017903
1351.0,149.93993152175474
1352.0,149.93988704169277
1353.0,149.9398425616044
1354.0,149.93979808148964
1355.0,149.93975360134849
1356.0,149.93970912118095
1357.0,149.93966464098702
1358.0,149.9396201607667
1359.0,149.93957568052
1360.0,149.9395312002469
1361.0,149.9394867199474
1362.0,149.93944223962154
1363.0,149.93939775926927
1364.0,149.93935327889062
1365.0,149.93930879848557
1366.0,149.93926431805414
1367.0,149.9392198375963
1368.0,149.93917535711208
1369.0,149.93913087660147
1370.0,149.93908639606445
1371.0,149.93904191550106
1372.0,149.93899743491127
1373.0,149.9389529542951
1374.0,149.93890847365253
1375.0,149.93886399298358
1376.0,149.93881951228823
1377.0,149.93877503156648
1378.0,149.93873055081835
1379.0,149.93868607004381
1380.0,149.9386415892429
1381.0,149.9385971084156
1382.0,149.9385526275619
1383.0,149.9385081466818
1384.0,149.93846366577534
1385.0,149.93841918484247
1386.0,149.9383747038832
1387.0,149.93833022289755
1388.0,149.9382857418855
1389.0,149.93824126084706
1390.0,149.93819677978223
1391.0,149.93815229869102
1392.0,149.9381078175734
1393.0,149.9380633364294
1394.0,149.938018855259
1395.0,149.9379743740622
1396.0,149.93792989283904
1397.0,149.93788541158946
1398.0,149.93784093031348
1399.0,149.93779644901113
1400.0,149.93775196768237
1401.0,149.93770748632724
1402.0,149.9376630049457
1403.0,149.93761852353776
1404.0,149.93757404210345
1405.0,149.93752956064273
1406.0,149.93748507915564
1407.0,149.93744059764214
1408.0,149.93739611610224
1409.0,149.93735163453596
1410.0,149.93730715294328
1411.0,149.93726267132422
1412.0,149.93721818967876
1413.0,149.9371737080069
1414.0,149.93712922630866
1415.0,149.937084744584
1416.0,149.937040262833
1417.0,149.93699578105557
1418.0,149.93695129925175
1419.0,149.93690681742154
1420.0,149.93686233556494
1421.0,149.93681785368196
1422.0,149.93677337177257
1423.0,149.9367288898368
1424.0,149.93668440787462
1425.0,149.93663992588606
1426.0,149.93659544387108
1427.0,149.93655096182974
1428.0,149.936506479762
1429.0,149.93646199766786
1430.0,149.93641751554733
1431.0,149.9363730334004
1432.0,149.9363285512271
1433.0,149.93628406902738
1434.0,149.93623958680126
1435.0,149.93619510454877
1436.0,149.93615062226988
1437.0,149.93610613996458
1438.0,149.9360616576329
1439.0,149.93601717527483
1440.0,149.93597269289037
1441.0,149.93592821047952
1442.0,149.93588372804226
1443.0,149.93583924557862
1444.0,149.93579476308858
1445.0,149.93575028057214
1446.0,149.93570579802932
1447.0,149.9356613154601
1448.0,149.93561683286447
1449.0,149.93557235024247
1450.0,149.93552786759406
1451.0,149.93548338491925
1452.0,149.93543890221807
1453.0,149.93539441949048
1454.0,149.9353499367365
1455.0,149.93530545395612
1456.0,149.93526097114935
1457.0,149.93521648831617
1458.0,149.93517200545662
1459.0,149.93512752257067
1460.0,149.9350830396583
1461.0,149.93503855671958
1462.0,149.93499407375444
1463.0,149.9349495907629
1464.0,149.93490510774498
1465.0,149.93486062470066
1466.0,149.93481614162994
1467.0,149.93477165853284
1468.0,149.93472717540934
1469.0,149.93468269225943
1470.0,149.93463820908315
1471.0,149.93459372588046
1472.0,149.93454924265137
1473.0,149.9345047593959
1474.0,149.93446027611404
1475.0,149.93441579280577
1476.0,149.9343713094711
1477.0,149.93432682611004
1478.0,149.93428234272258
1479.0,149.93423785930872
1480.0,149.9341933758685
1481.0,149.93414889240185
1482.0,149.9341044089088
1483.0,149.9340599253894
1484.0,149.93401544184357
1485.0,149.93397095827135
1486.0,149.93392647467272
1487.0,149.9338819910477
1488.0,149.9338375073963
1489.0,149.9337930237185
1490.0,149.9337485400143
1491.0,149.93370405628372
1492.0,149.93365957252672
1493.0,149.93361508874332
1494.0,149.93357060493355
1495.0,149.93352612109737
1496.0,149.9334816372348
1497.0,149.93343715334584
1498.0,149.93339266943048
1499.0,149.9333481854887
1500.0,149.93330370152054
1501.0,149.933259217526
1502.0,149.93321473350505
1503.0,149.9331702494577
1504.0,149.93312576538395
1505.0,149.93308128128382
1506.0,149.93303679715729
1507.0,149.93299231300435
1508.0,149.932947828825
1509.0,149.9329033446193
1510.0,149.93285886038717
1511.0,149.93281437612865
1512.0,149.93276989184375
1513.0,149.93272540753244
1514.0,149.93268092319474
1515.0,149.93263643883063
1516.0,149.93259195444014
1517.0,149.93254747002325
1518.0,149.93250298557996
1519.0,149.93245850111026
1520.0,149.9324140166142
1521.0,149.9323695320917
1522.0,149.93232504754283
1523.0,149.93228056296755
1524.0,149.93223607836586
1525.0,149.9321915937378
1526.0,149.93214710908333
1527.0,149.93210262440246
1528.0,149.9320581396952
1529.0,149.93201365496154
1530.0,149.93196917020148
1531.0,149.93192468541503
1532.0,149.93188020060217
1533.0,149.93183571576293
1534.0,149.9317912308973
1535.0,149.93174674600525
1536.0,149.9317022610868
1537.0,149.93165777614195
1538.0,149.93161329117072
1539.0,149.9315688061731
1540.0,149.93152432114906
1541.0,149.93147983609862
1542.0,149.9314353510218
1543.0,149.9313908659186
1544.0,149.93134638078897
1545.0,149.93130189563294
1546.0,149.9312574104505
1547.0,149.9312129252417
1548.0,149.9311684400065
1549.0,149.9311239547449
1550.0,149.93107946945688
1551.0,149.93103498414246
1552.0,149.93099049880166
1553.0,149.93094601343446
1554.0,149.93090152804086
1555.0,149.93085704262086
1556.0,149.93081255717445
1557.0,149.93076807170166
1558.0,149.93072358620248
1559.0,149.93067910067688
1560.0,149.9306346151249
1561.0,149.9305901295465
1562.0,149.9305456439417
1563.0,149.93050115831053
1564.0,149.93045667265295
1565.0,149.93041218696897
1566.0,149.93036770125858
1567.0,149.9303232155218
1568.0,149.93027872975864
1569.0,149.93023424396907
1570.0,149.9301897581531
1571.0,149.9301452723107
1572.0,149.93010078644193
1573.0,149.93005630054677
1574.0,149.9300118146252
1575.0,149.92996732867724
1576.0,149.92992284270287
1577.0,149.9298783567021
1578.0,149.9298338706749
1579.0,149.92978938462136
1580.0,149.9297448985414
1581.0,149.92970041243504
1582.0,149.92965592630227
1583.0,149.9296114401431
1584.0,149.92956695395753
1585.0,149.92952246774558
1586.0,149.92947798150723
1587.0,149.92943349524248
1588.0,149.92938900895132
1589.0,149.92934452263376
1590.0,149.9293000362898
1591.0,149.92925554991942
1592.0,149.92921106352267
1593.0,149.92916657709952
1594.0,149.92912209064997
1595.0,149.929077604174
1596.0,149.92903311767165
1597.0,149.9289886311429
1598.0,149.92894414458772
1599.0,149.92889965800617
1600.0,149.92885517139823
1601.0,149.92881068476387
1602.0,149.92876619810312
1603.0,149.92872171141596
1604.0,149.9286772247024
1605.0,149.92863273796243
1606.0,149.92858825119606
1607.0,149.92854376440332
1608.0,149.92849927758417
1609.0,149.9284547907386
1610.0,149.92841030386666
1611.0,149.9283658169683
1612.0,149.92832133004353
1613.0,149.92827684309236
1614.0,149.9282323561148
1615.0,149.92818786911084
1616.0,149.9281433820805
1617.0,149.92809889502374
1618.0,149.92805440794058
1619.0,149.92800992083102
1620.0,149.92796543369505
1621.0,149.92792094653268
1622.0,149.9278764593439
1623.0,149.92783197212873
1624.0,149.92778748488718
1625.0,149.92774299761922
1626.0,149.92769851032486
1627.0,149.9276540230041
1628.0,149.92760953565693
1629.0,149.92756504828336
1630.0,149.92752056088338
1631.0,149.927476073457
1632.0,149.92743158600422
1633.0,149.92738709852503
1634.0,149.92734261101944
1635.0,149.92729812348747
1636.0,149.9272536359291
1637.0,149.92720914834433
1638.0,149.92716466073315
1639.0,149.92712017309557
1640.0,149.9270756854316
1641.0,149.9270311977412
1642.0,149.9269867100244
1643.0,149.9269422222812
1644.0,149.9268977345116
1645.0,149.9268532467156
1646.0,149.9268087588932
1647.0,149.9267642710444
1648.0,149.9267197831692
1649.0,149.92667529526761
1650.0,149.92663080733962
1651.0,149.92658631938522
1652.0,149.92654183140442
1653.0,149.92649734339722
1654.0,149.9264528553636
1655.0,149.9264083673036
1656.0,149.92636387921718
1657.0,149.92631939110436
1658.0,149.92627490296513
1659.0,149.9262304147995
1660.0,149.92618592660747
1661.0,149.92614143838904
1662.0,149.9260969501442
1663.0,149.92605246187296
1664.0,149.9260079735753
1665.0,149.9259634852513
1666.0,149.92591899690086
1667.0,149.92587450852403
1668.0,149.9258300201208
1669.0,149.92578553169116
1670.0,149.92574104323512
1671.0,149.92569655475268
1672.0,149.92565206624383
1673.0,149.92560757770858
1674.0,149.92556308914692
1675.0,149.92551860055886
1676.0,149.9254741119444
1677.0,149.92542962330353
1678.0,149.92538513463626
1679.0,149.92534064594258
1680.0,149.9252961572225
1681.0,149.92525166847602
1682.0,149.92520717970314
1683.0,149.92516269090385
1684.0,149.92511820207815
1685.0,149.92507371322606
1686.0,149.92502922434755
1687.0,149.92498473544265
1688.0,149.92494024651134
1689.0,149.92489575755363
1690.0,149.9248512685695
1691.0,149.924806779559
1692.0,149.92476229052207
1693.0,149.92471780145874
1694.0,149.924673312369
1695.0,149.92462882325287
1696.0,149.92458433411034
1697.0,149.9245398449414
1698.0,149.92449535574605
1699.0,149.9244508665243
1700.0,149.92440637727614
1701.0,149.92436188800158
1702.0,149.92431739870062
1703.0,149.92427290937326
1704.0,149.9242284200195
1705.0,149.92418393063932
1706.0,149.92413944123274
1707.0,149.92409495179976
1708.0,149.92405046234038
1709.0,149.9240059728546
1710.0,149.9239614833424
1711.0,149.9239169938038
1712.0,149.9238725042388
1713.0,149.9238280146474
1714.0,149.9237835250296
1715.0,149.92373903538538
1716.0,149.92369454571477
1717.0,149.92365005601775
1718.0,149.92360556629433
1719.0,149.9235610765445
1720.0,149.92351658676827
1721.0,149.92347209696564
1722.0,149.9234276071366
1723.0,149.92338311728116
1724.0,149.92333862739932
1725.0,149.92329413749107
1726.0,149.92324964755642
1727.0,149.92320515759536
1728.0,149.9231606676079
1729.0,149.92311617759404
1730.0,149.92307168755377
1731.0,149.92302719748707
1732.0,149.92298270739397
1733.0,149.92293821727446
1734.0,149.92289372712855
1735.0,149.92284923695624
1736.0,149.92280474675752
1737.0,149.9227602565324
1738.0,149.92271576628087
1739.0,149.92267127600294
1740.0,149.9226267856986
1741.0,149.92258229536787
1742.0,149.92253780501073
1743.0,149.9224933146272
1744.0,149.92244882421724
1745.0,149.9224043337809
1746.0,149.92235984331813
1747.0,149.92231535282897
1748.0,149.92227086231338
1749.0,149.9222263717714
1750.0,149.922181881203
1751.0,149.92213739060819
1752.0,149.92209289998698
1753.0,149.92204840933937
1754.0,149.92200391866535
1755.0,149.92195942796494
1756.0,149.9219149372381
1757.0,149.9218704464849
1758.0,149.92182595570526
1759.0,149.92178146489923
1760.0,149.9217369740668
1761.0,149.92169248320792
1762.0,149.92164799232265
1763.0,149.92160350141097
1764.0,149.9215590104729
1765.0,149.9215145195084
1766.0,149.92147002851752
1767.0,149.92142553750023
1768.0,149.92138104645653
1769.0,149.92133655538643
1770.0,149.92129206428993
1771.0,149.92124757316702
1772.0,149.92120308201768
1773.0,149.92115859084194
1774.0,149.9211140996398
1775.0,149.92106960841124
1776.0,149.9210251171563
1777.0,149.92098062587493
1778.0,149.92093613456717
1779.0,149.920891643233
1780.0,149.92084715187244
1781.0,149.92080266048544
1782.0,149.92075816907203
1783.0,149.92071367763222
1784.0,149.920669186166
1785.0,149.9206246946734
1786.0,149.92058020315437
1787.0,149.92053571160895
1788.0,149.92049122003712
1789.0,149.92044672843886
1790.0,149.9204022368142
1791.0,149.92035774516313
1792.0,149.92031325348566
1793.0,149.92026876178178
1794.0,149.9202242700515
1795.0,149.92017977829482
1796.0,149.92013528651174
1797.0,149.92009079470222
1798.0,149.9200463028663
1799.0,149.92000181100397
1800.0,149.91995731911524
1801.0,149.9199128272001
1802.0,149.91986833525857
1803.0,149.91982384329063
1804.0,149.91977935129626
1805.0,149.91973485927548
1806.0,149.9196903672283
1807.0,149.9196458751547
1808.0,149.91960138305473
1809.0,149.91955689092833
1810.0,149.91951239877554
1811.0,149.9194679065963
1812.0,149.91942341439068
1813.0,149.91937892215864
1814.0,149.9193344299002
1815.0,149.91928993761536
1816.0,149.9192454453041
1817.0,149.91920095296643
1818.0,149.91915646060235
1819.0,149.91911196821187
1820.0,149.91906747579498
1821.0,149.91902298335168
1822.0,149.91897849088198
1823.0,149.91893399838585
1824.0,149.91888950586332
1825.0,149.91884501331438
1826.0,149.91880052073904
1827.0,149.9187560281373
1828.0,149.91871153550912
1829.0,149.91866704285454
1830.0,149.91862255017355
1831.0,149.91857805746616
1832.0,149.91853356473237
1833.0,149.91848907197217
1834.0,149.91844457918555
1835.0,149.91840008637251
1836.0,149.91835559353308
1837.0,149.91831110066724
1838.0,149.918266607775
1839.0,149.91822211485632
1840.0,149.91817762191124
1841.0,149.91813312893976
1842.0,149.91808863594187
1843.0,149.91804414291758
1844.0,149.91799964986686
1845.0,149.91795515678973
1846.0,149.9179106636862
1847.0,149.91786617055627
1848.0,149.91782167739993
1849.0,149.91777718421716
1850.0,149.91773269100798
1851.0,149.9176881977724
1852.0,149.91764370451043
1853.0,149.91759921122204
1854.0,149.91755471790722
1855.0,149.917510224566
1856.0,149.91746573119838
1857.0,149.91742123780435
1858.0,149.9173767443839
1859.0,149.91733225093702
1860.0,149.91728775746375
1861.0,149.91724326396408
1862.0,149.917198770438
1863.0,149.9171542768855
1864.0,149.91710978330659
1865.0,149.91706528970127
1866.0,149.91702079606955
1867.0,149.9169763024114
1868.0,149.91693180872684
1869.0,149.91688731501588
1870.0,149.91684282127852
1871.0,149.91679832751473
1872.0,149.91675383372453
1873.0,149.91670933990792
1874.0,149.91666484606492
1875.0,149.9166203521955
1876.0,149.91657585829967
1877.0,149.91653136437742
1878.0,149.91648687042877
1879.0,149.91644237645372
1880.0,149.91639788245223
1881.0,149.91635338842434
1882.0,149.91630889437005
1883.0,149.91626440028935
1884.0,149.91621990618222
1885.0,149.9161754120487
1886.0,149.91613091788875
1887.0,149.91608642370238
1888.0,149.9160419294896
1889.0,149.91599743525043
1890.0,149.91595294098485
1891.0,149.91590844669284
1892.0,149.91586395237442
1893.0,149.9158194580296
1894.0,149.91577496365838
1895.0,149.91573046926072
1896.0,149.91568597483666
1897.0,149.9156414803862
1898.0,149.91559698590933
1899.0,149.91555249140603
1900.0,149.91550799687633
1901.0,149.91546350232022
1902.0,149.91541900773768
1903.0,149.91537451312874
1904.0,149.9153300184934
1905.0,149.91528552383164
1906.0,149.91524102914346
1907.0,149.91519653442887
1908.0,149.91515203968788
1909.0,149.91510754492046
1910.0,149.91506305012663
1911.0,149.9150185553064
1912.0,149.91497406045977
1913.0,149.9149295655867
1914.0,149.91488507068723
1915.0,149.91484057576136
1916.0,149.91479608080905
1917.0,149.91475158583034
1918.0,149.91470709082523
1919.0,149.9146625957937
1920.0,149.91461810073574
1921.0,149.91457360565138
1922.0,149.9145291105406
1923.0,149.9144846154034
1924.0,149.91444012023982
1925.0,149.91439562504982
1926.0,149.9143511298334
1927.0,149.91430663459056
1928.0,149.91426213932132
1929.0,149.91421764402565
1930.0,149.91417314870358
1931.0,149.9141286533551
1932.0,149.9140841579802
1933.0,149.9140396625789
1934.0,149.91399516715117
1935.0,149.91395067169702
1936.0,149.91390617621647
1937.0,149.91386168070952
1938.0,149.91381718517613
1939.0,149.91377268961634
1940.0,149.91372819403014
1941.0,149.91368369841751
1942.0,149.91363920277848
1943.0,149.91359470711305
1944.0,149.91355021142118
1945.0,149.9135057157029
1946.0,149.91346121995824
1947.0,149.91341672418713
1948.0,149.91337222838962
1949.0,149.9133277325657
1950.0,149.91328323671536
1951.0,149.9132387408386
1952.0,149.91319424493545
1953.0,149.91314974900587
1954.0,149.91310525304988
1955.0,149.91306075706748
1956.0,149.91301626105866
1957.0,149.91297176502343
1958.0,149.91292726896177
1959.0,149.9128827728737
1960.0,149.91283827675923
1961.0,149.91279378061833
1962.0,149.91274928445102
1963.0,149.91270478825732
1964.0,149.91266029203717
1965.0,149.91261579579063
1966.0,149.91257129951768
1967.0,149.9125268032183
1968.0,149.9124823068925
1969.0,149.9124378105403
1970.0,149.91239331416168
1971.0,149.91234881775665
1972.0,149.9123043213252
1973.0,149.91225982486733
1974.0,149.91221532838307
1975.0,149.91217083187237
1976.0,149.91212633533527
1977.0,149.91208183877174
1978.0,149.9120373421818
1979.0,149.91199284556546
1980.0,149.9119483489227
1981.0,149.91190385225352
1982.0,149.9118593555579
1983.0,149.9118148588359
1984.0,149.91177036208748
1985.0,149.91172586531263
1986.0,149.91168136851138
1987.0,149.9116368716837
1988.0,149.9115923748296
1989.0,149.91154787794912
1990.0,149.9115033810422
1991.0,149.91145888410887
1992.0,149.9114143871491
1993.0,149.91136989016294
1994.0,149.91132539315038
1995.0,149.91128089611138
1996.0,149.91123639904598
1997.0,149.91119190195414
1998.0,149.9111474048359
1999.0,149.91110290769126
2000.0,149.91105841052018
